league,season,team,player,nationality,position,age,birth_year,matches_played,starts,minutes,nineties,goals,assists,goals_assists,goals_non_penalty,penalties_made,penalties_attempted,yellow_cards,red_cards,expected_goals,expected_goals_non_penalty,expected_assists,expected_goals_assists_non_penalty,progressive_carries,progressive_passes,progressive_receives,goals_per_90,assists_per_90,goals_assists_per_90,goals_non_penalty_per_90,goals_assists_non_penalty_per_90,expected_goals_per_90,expected_assists_per_90,expected_goals_assists_per_90,expected_goals_non_penalty_per_90,expected_goals_assists_non_penalty_per_90
ITA-Serie A,2425,Cagliari,Adam Obert,SVK,Defender,21.0,2002.0,21,13,1077,12.0,1,1,2,1,0,0,4,0,0.9,0.9,0.4,1.3,12,50,19,0.08,0.08,0.17,0.08,0.17,0.07,0.03,0.11,0.07,0.11
ITA-Serie A,2425,Cagliari,Alen Sherri,ALB,Goalkeeper,26.0,1997.0,7,7,621,6.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Cagliari,Alessandro Deiola,ITA,Midfielder,28.0,1995.0,29,16,1432,15.9,2,1,3,2,0,0,6,0,1.7,1.7,0.6,2.4,11,40,36,0.13,0.06,0.19,0.13,0.19,0.11,0.04,0.15,0.11,0.15
ITA-Serie A,2425,Cagliari,Antoine Makoumbou,CGO,Midfielder,26.0,1998.0,33,27,2150,23.9,0,3,3,0,0,0,4,1,0.3,0.3,0.9,1.3,11,92,14,0.0,0.13,0.13,0.0,0.13,0.01,0.04,0.05,0.01,0.05
ITA-Serie A,2425,Cagliari,Elia Caprile,ITA,Goalkeeper,22.0,2001.0,18,18,1620,18.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Cagliari,Florinel Coman,ROU,Forward/Midfielder,26.0,1998.0,9,2,263,2.9,1,0,1,1,0,0,2,0,0.2,0.2,0.0,0.2,5,5,22,0.34,0.0,0.34,0.34,0.34,0.08,0.01,0.08,0.08,0.08
ITA-Serie A,2425,Cagliari,Gabriele Zappa,ITA,Defender,24.0,1999.0,37,35,3060,34.0,2,0,2,2,0,0,4,0,0.9,0.9,3.6,4.5,57,146,82,0.06,0.0,0.06,0.06,0.06,0.03,0.11,0.13,0.03,0.13
ITA-Serie A,2425,Cagliari,Gianluca Gaetano,ITA,Midfielder/Forward,24.0,2000.0,28,8,1009,11.2,2,4,6,2,0,0,0,0,4.9,4.9,2.2,7.1,11,41,82,0.18,0.36,0.54,0.18,0.54,0.43,0.2,0.63,0.43,0.63
ITA-Serie A,2425,Cagliari,Gianluca Lapadula,PER,Forward/Midfielder,34.0,1990.0,12,1,310,3.4,0,0,0,0,0,0,1,0,1.4,1.4,0.1,1.4,7,7,16,0.0,0.0,0.0,0.0,0.0,0.4,0.02,0.42,0.4,0.42
ITA-Serie A,2425,Cagliari,Giuseppe Ciocci,ITA,Goalkeeper,22.0,2002.0,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Cagliari,José Luis Palomino,ARG,Defender,34.0,1990.0,18,10,1081,12.0,1,0,1,1,0,0,3,0,0.5,0.5,0.0,0.5,4,35,1,0.08,0.0,0.08,0.08,0.08,0.04,0.0,0.04,0.04,0.04
ITA-Serie A,2425,Cagliari,Kingstone Mutandwa,ZAM,Forward/Midfielder,21.0,2003.0,6,0,127,1.4,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,1,0,7,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25
ITA-Serie A,2425,Cagliari,Leonardo Pavoletti,ITA,Forward/Midfielder,35.0,1988.0,26,1,445,4.9,2,0,2,2,0,0,5,0,2.7,2.7,1.0,3.7,1,17,26,0.4,0.0,0.4,0.4,0.4,0.53,0.2,0.74,0.53,0.74
ITA-Serie A,2425,Cagliari,Mateusz Wieteska,POL,Defender,27.0,1997.0,5,1,184,2.0,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,1,5,0,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.18,0.1,0.18
ITA-Serie A,2425,Cagliari,Matteo Prati,ITA,Midfielder,20.0,2003.0,12,8,570,6.3,0,0,0,0,0,0,1,0,0.1,0.1,0.7,0.8,2,23,7,0.0,0.0,0.0,0.0,0.0,0.02,0.11,0.12,0.02,0.12
ITA-Serie A,2425,Cagliari,Mattia Felici,ITA,Midfielder/Forward,23.0,2001.0,20,9,925,10.3,0,3,3,0,0,0,1,0,0.6,0.6,1.0,1.6,39,19,75,0.0,0.29,0.29,0.0,0.29,0.06,0.1,0.16,0.06,0.16
ITA-Serie A,2425,Cagliari,Michel Ndary Adopo,FRA,Midfielder,24.0,2000.0,35,27,2409,26.8,1,1,2,1,0,0,5,1,1.1,1.1,2.3,3.4,20,106,61,0.04,0.04,0.07,0.04,0.07,0.04,0.08,0.13,0.04,0.13
ITA-Serie A,2425,Cagliari,Nadir Zortea,ITA,Defender/Midfielder,25.0,1999.0,35,33,2713,30.1,6,2,8,6,0,0,2,0,3.1,3.1,2.4,5.5,69,63,144,0.2,0.07,0.27,0.2,0.27,0.1,0.08,0.18,0.1,0.18
ITA-Serie A,2425,Cagliari,Nicola Pintus,ITA,Defender,19.0,2005.0,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Cagliari,Nicolas Viola,ITA,Forward/Midfielder,34.0,1989.0,27,18,1267,14.1,3,1,4,3,0,0,2,0,2.2,2.2,1.9,4.1,21,46,70,0.21,0.07,0.28,0.21,0.28,0.16,0.14,0.29,0.16,0.29
ITA-Serie A,2425,Cagliari,Paulo Azzi,BRA,Defender,30.0,1994.0,6,5,426,4.7,0,0,0,0,0,0,2,0,0.5,0.5,0.9,1.4,15,13,26,0.0,0.0,0.0,0.0,0.0,0.11,0.19,0.3,0.11,0.3
ITA-Serie A,2425,Cagliari,Roberto Piccoli,ITA,Forward,23.0,2001.0,37,37,3127,34.7,10,1,11,9,1,1,6,0,12.7,12.0,0.9,12.9,30,37,165,0.29,0.03,0.32,0.26,0.29,0.37,0.03,0.39,0.34,0.37
ITA-Serie A,2425,Cagliari,Răzvan Marin,ROU,Midfielder,28.0,1996.0,33,13,1406,15.6,3,2,5,1,2,2,4,0,2.4,0.8,3.6,4.5,22,84,29,0.19,0.13,0.32,0.06,0.19,0.15,0.23,0.39,0.05,0.29
ITA-Serie A,2425,Cagliari,Sebastiano Luperto,ITA,Defender,27.0,1996.0,36,36,3240,36.0,1,3,4,1,0,0,4,0,2.2,2.2,1.3,3.4,22,96,11,0.03,0.08,0.11,0.03,0.11,0.06,0.04,0.1,0.06,0.1
ITA-Serie A,2425,Cagliari,Simone Scuffet,ITA,Goalkeeper,28.0,1996.0,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Cagliari,Tommaso Augello,ITA,Defender,29.0,1994.0,38,30,2713,30.1,0,7,7,0,0,0,3,0,0.3,0.3,4.6,4.9,58,118,113,0.0,0.23,0.23,0.0,0.23,0.01,0.15,0.16,0.01,0.16
ITA-Serie A,2425,Cagliari,Yerry Mina,COL,Defender,29.0,1994.0,31,31,2569,28.5,1,0,1,1,0,0,6,1,2.3,2.3,0.3,2.6,17,76,9,0.04,0.0,0.04,0.04,0.04,0.08,0.01,0.09,0.08,0.09
ITA-Serie A,2425,Cagliari,Zito Luvumbo,ANG,Forward/Midfielder,22.0,2002.0,26,19,1606,17.8,2,2,4,2,0,0,2,0,2.1,2.1,3.1,5.2,70,31,125,0.11,0.11,0.22,0.11,0.22,0.12,0.17,0.29,0.12,0.29
ITA-Serie A,2425,Como,Alberto Cerri,ITA,Forward,28.0,1996.0,5,0,87,1.0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,0,0,11,0.0,0.0,0.0,0.0,0.0,1.05,0.0,1.05,1.05,1.05
ITA-Serie A,2425,Como,Alberto Dossena,ITA,Defender,25.0,1998.0,23,20,1825,20.3,0,2,2,0,0,0,1,1,0.8,0.8,0.7,1.5,4,36,1,0.0,0.1,0.1,0.0,0.1,0.04,0.03,0.07,0.04,0.07
ITA-Serie A,2425,Como,Alberto Moreno,ESP,Defender,32.0,1992.0,24,21,1727,19.2,0,0,0,0,0,0,4,0,0.4,0.4,1.2,1.6,23,81,58,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08
ITA-Serie A,2425,Como,Alessandro Gabrielloni,ITA,Forward/Midfielder,30.0,1994.0,15,0,142,1.6,1,1,2,1,0,0,1,0,0.3,0.3,0.8,1.1,5,6,13,0.63,0.63,1.27,0.63,1.27,0.19,0.49,0.68,0.19,0.68
ITA-Serie A,2425,Como,Alessio Iovine,ITA,Defender/Forward,33.0,1991.0,10,3,387,4.3,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,9,6,8,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06
ITA-Serie A,2425,Como,Ali Jasim,IRQ,Forward/Defender,20.0,2004.0,2,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Como,Alieu Fadera,GAM,Forward/Defender,22.0,2001.0,28,20,1644,18.3,1,3,4,1,0,0,2,1,1.7,1.7,4.0,5.7,74,36,160,0.05,0.16,0.22,0.05,0.22,0.09,0.22,0.31,0.09,0.31
ITA-Serie A,2425,Como,Anastasios Douvikas,GRE,Forward,24.0,1999.0,13,6,580,6.4,2,2,4,2,0,0,1,0,2.5,2.5,1.1,3.7,8,6,36,0.31,0.31,0.62,0.31,0.62,0.4,0.17,0.57,0.4,0.57
ITA-Serie A,2425,Como,Andrea Belotti,ITA,Forward,30.0,1993.0,18,7,593,6.6,2,0,2,2,0,0,1,0,2.5,2.5,0.4,2.8,9,9,33,0.3,0.0,0.3,0.3,0.3,0.37,0.05,0.43,0.37,0.43
ITA-Serie A,2425,Como,Assane Diao,SEN,Forward/Midfielder,18.0,2005.0,15,14,1252,13.9,8,1,9,8,0,0,2,0,4.0,4.0,0.4,4.4,50,36,116,0.58,0.07,0.65,0.58,0.65,0.29,0.03,0.31,0.29,0.31
ITA-Serie A,2425,Como,Ben Lhassine Kone,CIV,Midfielder,24.0,2000.0,4,0,51,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
ITA-Serie A,2425,Como,Daniele Baselli,ITA,Midfielder,32.0,1992.0,2,1,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Como,Dele Alli,ENG,Midfielder,28.0,1996.0,1,0,9,0.1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Como,Edoardo Goldaniga,ITA,Defender,30.0,1993.0,32,28,2532,28.1,1,0,1,1,0,0,12,1,2.5,2.5,0.3,2.8,20,81,8,0.04,0.0,0.04,0.04,0.04,0.09,0.01,0.1,0.09,0.1
ITA-Serie A,2425,Como,Emil Audero,IDN,Goalkeeper,27.0,1997.0,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Como,Federico Barba,ITA,Defender,30.0,1993.0,7,5,431,4.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,5,25,5,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
ITA-Serie A,2425,Como,Fellipe Jack,BRA,Defender,18.0,2006.0,7,1,171,1.9,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,2,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
ITA-Serie A,2425,Como,Gabriel Strefezza,BRA,Forward/Midfielder,27.0,1997.0,37,32,2619,29.1,6,4,10,6,0,0,5,0,3.7,3.7,3.9,7.6,80,106,190,0.21,0.14,0.34,0.21,0.34,0.13,0.13,0.26,0.13,0.26
ITA-Serie A,2425,Como,Ignace Van Der Brempt,BEL,Defender,22.0,2002.0,20,14,1257,14.0,0,1,1,0,0,0,3,0,0.5,0.5,0.5,0.9,19,42,34,0.0,0.07,0.07,0.0,0.07,0.03,0.03,0.07,0.03,0.07
ITA-Serie A,2425,Como,Ivan Smolčić,CRO,Defender,23.0,2000.0,9,7,630,7.0,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.6,3,23,9,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08
ITA-Serie A,2425,Como,Jean Butez,FRA,Goalkeeper,29.0,1995.0,19,18,1666,18.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Como,Jonathan Ikone,FRA,Forward,26.0,1998.0,13,5,540,6.0,2,0,2,2,0,0,1,0,1.8,1.8,0.2,1.9,23,17,55,0.33,0.0,0.33,0.33,0.33,0.29,0.03,0.32,0.29,0.32
ITA-Serie A,2425,Como,Luca Mazzitelli,ITA,Midfielder,28.0,1995.0,11,3,335,3.7,1,1,2,1,0,0,1,0,0.2,0.2,0.6,0.8,2,27,14,0.27,0.27,0.54,0.27,0.54,0.06,0.15,0.21,0.06,0.21
ITA-Serie A,2425,Como,Lucas Da Cunha,FRA,Midfielder,23.0,2001.0,36,30,2613,29.0,3,2,5,3,0,0,4,0,2.0,2.0,3.8,5.8,63,154,85,0.1,0.07,0.17,0.1,0.17,0.07,0.13,0.2,0.07,0.2
ITA-Serie A,2425,Como,Marc-Oliver Kempf,GER,Defender,29.0,1995.0,31,30,2615,29.1,0,0,0,0,0,0,6,1,1.6,1.6,1.2,2.7,17,85,4,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09
ITA-Serie A,2425,Como,Marco Sala,ITA,Defender,25.0,1999.0,8,3,261,2.9,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,10,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04
ITA-Serie A,2425,Como,Matthias Braunöder,AUT,Midfielder,22.0,2002.0,8,3,268,3.0,0,0,0,0,0,0,3,1,0.1,0.1,0.0,0.1,2,18,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
ITA-Serie A,2425,Como,Maxence Caqueret,FRA,Midfielder,24.0,2000.0,18,15,1087,12.1,2,3,5,2,0,0,4,0,0.8,0.8,1.5,2.4,15,76,46,0.17,0.25,0.41,0.17,0.41,0.07,0.13,0.2,0.07,0.2
ITA-Serie A,2425,Como,Máximo Perrone,ARG,Midfielder,21.0,2003.0,26,20,1857,20.6,0,3,3,0,0,0,6,0,0.9,0.9,2.2,3.1,16,98,19,0.0,0.15,0.15,0.0,0.15,0.04,0.11,0.15,0.04,0.15
ITA-Serie A,2425,Como,Mërgim Vojvoda,KVX,Defender,29.0,1995.0,11,8,717,8.0,1,2,3,1,0,0,2,0,0.2,0.2,2.0,2.3,16,43,40,0.13,0.25,0.38,0.13,0.38,0.03,0.25,0.28,0.03,0.28
ITA-Serie A,2425,Como,Nicolás Paz,ARG,Midfielder/Forward,19.0,2004.0,35,30,2687,29.9,6,8,14,6,0,1,6,0,9.3,8.5,6.0,14.5,77,163,171,0.2,0.27,0.47,0.2,0.47,0.31,0.2,0.51,0.28,0.49
ITA-Serie A,2425,Como,Oliver Abildgaard,DEN,Midfielder,28.0,1996.0,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Como,Patrick Cutrone,ITA,Forward,26.0,1998.0,33,23,2047,22.7,7,4,11,7,0,1,1,0,7.1,6.3,2.1,8.4,53,31,155,0.31,0.18,0.48,0.31,0.48,0.31,0.09,0.41,0.28,0.37
ITA-Serie A,2425,Como,Pepe Reina,ESP,Goalkeeper,41.0,1982.0,12,12,1034,11.5,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Como,Sergi Roberto,ESP,Midfielder,32.0,1992.0,13,8,696,7.7,0,1,1,0,0,0,4,0,0.7,0.7,0.7,1.4,10,36,19,0.0,0.13,0.13,0.0,0.13,0.09,0.09,0.18,0.09,0.18
ITA-Serie A,2425,Como,Simone Verdi,ITA,Midfielder/Forward,32.0,1992.0,9,0,115,1.3,0,0,0,0,0,0,1,0,0.1,0.1,0.5,0.6,3,5,13,0.0,0.0,0.0,0.0,0.0,0.09,0.39,0.47,0.09,0.47
ITA-Serie A,2425,Como,Yannik Engelhardt,GER,Midfielder/Defender,23.0,2001.0,26,11,1164,12.9,1,1,2,1,0,0,4,0,0.6,0.6,1.5,2.0,18,54,18,0.08,0.08,0.15,0.08,0.15,0.04,0.11,0.16,0.04,0.16
ITA-Serie A,2425,Como,Álex Valle,ESP,Defender,20.0,2004.0,15,12,1030,11.4,0,0,0,0,0,0,2,0,0.3,0.3,0.7,1.0,19,44,30,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.08,0.03,0.08
ITA-Serie A,2425,Empoli,Alberto Grassi,ITA,Midfielder,29.0,1995.0,28,27,2203,24.5,1,0,1,1,0,0,8,0,1.0,1.0,0.8,1.9,18,74,24,0.04,0.0,0.04,0.04,0.04,0.04,0.03,0.08,0.04,0.08
ITA-Serie A,2425,Empoli,Ardian Ismajli,ALB,Defender,27.0,1996.0,29,29,2508,27.9,0,0,0,0,0,0,3,0,0.3,0.3,0.0,0.4,3,38,1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
ITA-Serie A,2425,Empoli,Christian Kouamé,CIV,Forward/Midfielder,26.0,1997.0,8,5,507,5.6,1,0,1,1,0,0,0,0,2.7,2.7,0.7,3.3,5,13,39,0.18,0.0,0.18,0.18,0.18,0.47,0.12,0.59,0.47,0.59
ITA-Serie A,2425,Empoli,Devis Vásquez,COL,Goalkeeper,26.0,1998.0,32,32,2880,32.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Empoli,Emmanuel Ekong,SWE,Midfielder/Forward,22.0,2002.0,15,0,186,2.1,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,8,5,19,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.1,0.05,0.1
ITA-Serie A,2425,Empoli,Emmanuel Gyasi,GHA,Defender/Forward,30.0,1994.0,37,37,3217,35.7,2,1,3,2,0,0,5,0,3.9,3.9,0.7,4.6,22,53,108,0.06,0.03,0.08,0.06,0.08,0.11,0.02,0.13,0.11,0.13
ITA-Serie A,2425,Empoli,Faustino Anjorin,ENG,Midfielder,22.0,2001.0,22,14,1114,12.4,2,3,5,2,0,0,3,0,0.9,0.9,1.7,2.5,28,55,35,0.16,0.24,0.4,0.16,0.4,0.07,0.13,0.21,0.07,0.21
ITA-Serie A,2425,Empoli,Francesco Caputo,ITA,Forward,36.0,1987.0,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Empoli,Giuseppe Pezzella,ITA,Defender/Forward,26.0,1997.0,35,34,2878,32.0,0,3,3,0,0,0,7,0,0.6,0.6,4.6,5.2,77,80,143,0.0,0.09,0.09,0.0,0.09,0.02,0.14,0.16,0.02,0.16
ITA-Serie A,2425,Empoli,Ismael Konate,CIV,Forward/Midfielder,18.0,2006.0,12,0,116,1.3,0,1,1,0,0,0,0,0,0.2,0.2,0.0,0.2,5,2,7,0.0,0.78,0.78,0.0,0.78,0.15,0.03,0.19,0.15,0.19
ITA-Serie A,2425,Empoli,Jacopo Bacci,ITA,Midfielder,19.0,2005.0,3,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Empoli,Jacopo Fazzini,ITA,Midfielder,21.0,2003.0,20,16,1383,15.4,4,1,5,4,0,0,1,1,3.1,3.1,0.5,3.6,34,49,88,0.26,0.07,0.33,0.26,0.33,0.2,0.03,0.23,0.2,0.23
ITA-Serie A,2425,Empoli,Jacopo Seghetti,ITA,Goalkeeper,19.0,2005.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Empoli,Junior Sambia,FRA,Defender/Forward,27.0,1996.0,17,2,387,4.3,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.7,5,21,20,0.0,0.0,0.0,0.0,0.0,0.09,0.07,0.16,0.09,0.16
ITA-Serie A,2425,Empoli,Liam Henderson,SCO,Midfielder,28.0,1996.0,36,27,2337,26.0,0,4,4,0,0,0,10,0,0.7,0.7,3.9,4.5,18,108,54,0.0,0.15,0.15,0.0,0.15,0.03,0.15,0.17,0.03,0.17
ITA-Serie A,2425,Empoli,Liberato Cacace,NZL,Midfielder/Defender,23.0,2000.0,33,24,2230,24.8,2,4,6,2,0,0,6,0,2.6,2.6,1.7,4.3,53,70,97,0.08,0.16,0.24,0.08,0.24,0.11,0.07,0.17,0.11,0.17
ITA-Serie A,2425,Empoli,Lorenzo Colombo,ITA,Forward/Midfielder,22.0,2002.0,37,26,2233,24.8,6,2,8,5,1,1,5,1,5.9,5.1,2.9,8.0,27,48,116,0.24,0.08,0.32,0.2,0.28,0.24,0.12,0.35,0.21,0.32
ITA-Serie A,2425,Empoli,Lorenzo Tosto,ITA,Defender,18.0,2006.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Empoli,Luca Marianucci,ITA,Defender,20.0,2004.0,18,12,1069,11.9,0,0,0,0,0,0,0,1,0.6,0.6,0.2,0.8,12,28,3,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07
ITA-Serie A,2425,Empoli,Marco Silvestri,ITA,Goalkeeper,33.0,1991.0,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Empoli,Mattia De Sciglio,ITA,Defender,31.0,1992.0,16,7,769,8.5,1,0,1,1,0,0,0,0,0.6,0.6,0.2,0.8,4,18,7,0.12,0.0,0.12,0.12,0.12,0.07,0.02,0.09,0.07,0.09
ITA-Serie A,2425,Empoli,Mattia Viti,ITA,Defender,22.0,2002.0,30,30,2572,28.6,1,0,1,1,0,0,3,0,0.8,0.8,0.2,1.0,17,86,10,0.03,0.0,0.03,0.03,0.03,0.03,0.01,0.03,0.03,0.03
ITA-Serie A,2425,Empoli,Nicolas Haas,SUI,Midfielder,28.0,1996.0,10,2,287,3.2,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
ITA-Serie A,2425,Empoli,Ola Solbakken,NOR,Midfielder/Forward,25.0,1998.0,21,8,760,8.4,0,0,0,0,0,0,2,0,0.8,0.8,0.4,1.2,18,20,32,0.0,0.0,0.0,0.0,0.0,0.09,0.05,0.14,0.09,0.14
ITA-Serie A,2425,Empoli,Petar Stojanović,SVN,Midfielder,28.0,1995.0,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Empoli,Pietro Pellegri,ITA,Forward,23.0,2001.0,11,5,414,4.6,3,0,3,3,0,0,2,0,0.3,0.3,0.6,0.9,12,8,28,0.65,0.0,0.65,0.65,0.65,0.06,0.12,0.19,0.06,0.19
ITA-Serie A,2425,Empoli,Saba Goglichidze,GEO,Defender,20.0,2004.0,33,29,2539,28.2,0,1,1,0,0,0,3,1,0.3,0.3,0.3,0.6,12,45,9,0.0,0.04,0.04,0.0,0.04,0.01,0.01,0.02,0.01,0.02
ITA-Serie A,2425,Empoli,Sebastian Walukiewicz,POL,Defender,24.0,2000.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04
ITA-Serie A,2425,Empoli,Sebastiano Esposito,ITA,Forward/Midfielder,22.0,2002.0,33,27,2331,25.9,8,0,8,7,1,2,1,0,5.7,4.2,2.1,6.3,31,93,106,0.31,0.0,0.31,0.27,0.27,0.22,0.08,0.3,0.16,0.24
ITA-Serie A,2425,Empoli,Szymon Żurkowski,POL,Midfielder,26.0,1997.0,5,0,106,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,3,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07
ITA-Serie A,2425,Empoli,Thomas Campaniello,ITA,Forward,16.0,2008.0,3,0,25,0.3,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,0,0,6,0.0,0.0,0.0,0.0,0.0,1.83,0.0,1.83,1.83,1.83
ITA-Serie A,2425,Empoli,Tyronne Ebuehi,NGA,Defender/Midfielder,28.0,1995.0,4,0,74,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Empoli,Viktor Kovalenko,UKR,Midfielder,28.0,1996.0,6,0,77,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,4,3,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12
ITA-Serie A,2425,Empoli,Youssef Maleh,MAR,Midfielder,25.0,1998.0,22,17,1510,16.8,0,1,1,0,0,0,5,1,0.9,0.9,0.9,1.8,10,72,37,0.0,0.06,0.06,0.0,0.06,0.05,0.05,0.1,0.05,0.1
ITA-Serie A,2425,Fiorentina,Albert Guðmundsson,ISL,Forward/Midfielder,27.0,1997.0,24,16,1273,14.1,6,1,7,4,2,2,2,0,4.5,2.9,1.8,4.8,35,37,59,0.42,0.07,0.49,0.28,0.35,0.32,0.13,0.45,0.21,0.34
ITA-Serie A,2425,Fiorentina,Alessandro Bianco,ITA,Midfielder,21.0,2002.0,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
