league,season,team,player,nationality,position,age,birth_year,matches_played,starts,minutes,nineties,goals,assists,goals_assists,goals_non_penalty,penalties_made,penalties_attempted,yellow_cards,red_cards,expected_goals,expected_goals_non_penalty,expected_assists,expected_goals_assists_non_penalty,progressive_carries,progressive_passes,progressive_receives,goals_per_90,assists_per_90,goals_assists_per_90,goals_non_penalty_per_90,goals_assists_non_penalty_per_90,expected_goals_per_90,expected_assists_per_90,expected_goals_assists_per_90,expected_goals_non_penalty_per_90,expected_goals_assists_non_penalty_per_90,touches_touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,carries_carries,carries_totdist,carries_prgdist,tackles,tackles_won,tackles_def_third,tackles_mid_third,tackles_att_third
ENG-Premier League,2425,Tottenham,Guglielmo Vicario,ITA,Goalkeeper,27.0,1996.0,24,24,2160,24.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,928.0,626.0,910.0,18.0,0.0,0.0,928.0,661.0,3067.0,1700.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Tottenham,James Maddison,ENG,Midfielder,27.0,1996.0,31,21,1809,20.1,9,7,16,9,0,0,6,0,5.8,5.8,4.2,10.0,45,164,95,0.45,0.35,0.8,0.45,0.8,0.29,0.21,0.5,0.29,0.5,1464.0,26.0,210.0,691.0,576.0,77.0,1464.0,1026.0,5128.0,2279.0,31.0,19.0,8.0,16.0,7.0
ENG-Premier League,2425,Tottenham,Kevin Danso,AUT,Defender,25.0,1998.0,10,9,842,9.4,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,11,19,1,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,676.0,108.0,394.0,257.0,29.0,8.0,676.0,448.0,2428.0,1195.0,7.0,5.0,4.0,3.0,0.0
ENG-Premier League,2425,Tottenham,Lucas Bergvall,SWE,Midfielder,18.0,2006.0,27,11,1212,13.5,0,1,1,0,0,0,3,0,0.7,0.7,0.6,1.3,33,49,31,0.0,0.07,0.07,0.0,0.07,0.05,0.04,0.09,0.05,0.09,885.0,36.0,188.0,478.0,232.0,22.0,885.0,531.0,3392.0,1634.0,39.0,19.0,14.0,20.0,5.0
ENG-Premier League,2425,Tottenham,Mathys Tel,FRA,Forward,19.0,2005.0,13,11,911,10.1,2,1,3,1,1,1,2,0,3.0,2.2,2.6,4.7,28,21,72,0.2,0.1,0.3,0.1,0.2,0.29,0.25,0.55,0.22,0.47,414.0,9.0,58.0,150.0,217.0,40.0,413.0,266.0,1578.0,805.0,16.0,6.0,5.0,6.0,5.0
ENG-Premier League,2425,Tottenham,Micky van de Ven,NED,Defender,23.0,2001.0,13,12,1015,11.3,0,2,2,0,0,0,4,0,0.6,0.6,1.2,1.7,8,51,1,0.0,0.18,0.18,0.0,0.18,0.05,0.1,0.15,0.05,0.15,895.0,110.0,460.0,408.0,36.0,9.0,895.0,620.0,2883.0,1407.0,10.0,6.0,5.0,4.0,1.0
ENG-Premier League,2425,Tottenham,Mikey Moore,ENG,Forward,16.0,2007.0,10,3,366,4.1,0,1,1,0,0,0,0,0,0.2,0.2,0.3,0.5,12,9,40,0.0,0.25,0.25,0.0,0.25,0.05,0.08,0.13,0.05,0.13,142.0,4.0,17.0,43.0,83.0,13.0,142.0,106.0,781.0,374.0,2.0,1.0,2.0,0.0,0.0
ENG-Premier League,2425,Tottenham,Pape Matar Sarr,SEN,Midfielder,21.0,2002.0,36,22,1913,21.3,3,2,5,3,0,0,6,0,3.7,3.7,1.6,5.3,33,88,53,0.14,0.09,0.24,0.14,0.24,0.17,0.08,0.25,0.17,0.25,1253.0,47.0,274.0,699.0,302.0,28.0,1253.0,772.0,4547.0,1918.0,49.0,36.0,19.0,23.0,7.0
ENG-Premier League,2425,Tottenham,Pedro Porro,ESP,Defender,24.0,1999.0,33,28,2610,29.0,2,6,8,2,0,0,5,0,1.6,1.6,5.0,6.6,65,154,109,0.07,0.21,0.28,0.07,0.28,0.05,0.17,0.23,0.05,0.23,2237.0,128.0,675.0,812.0,763.0,32.0,2237.0,1187.0,5444.0,2841.0,66.0,49.0,34.0,22.0,10.0
ENG-Premier League,2425,Tottenham,Radu Drăgușin,ROU,Defender,22.0,2002.0,16,14,1252,13.9,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,7,37,2,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,961.0,148.0,510.0,430.0,30.0,12.0,961.0,623.0,3349.0,1666.0,10.0,6.0,8.0,2.0,0.0
ENG-Premier League,2425,Tottenham,Richarlison,BRA,Forward,27.0,1997.0,15,4,504,5.6,4,1,5,4,0,0,2,0,3.7,3.7,0.9,4.6,8,11,22,0.71,0.18,0.89,0.71,0.89,0.66,0.16,0.82,0.66,0.82,173.0,8.0,21.0,89.0,64.0,29.0,173.0,89.0,424.0,168.0,5.0,3.0,0.0,4.0,1.0
ENG-Premier League,2425,Tottenham,Rodrigo Bentancur,URU,Midfielder,27.0,1997.0,26,21,1645,18.3,2,0,2,2,0,0,9,0,1.3,1.3,0.4,1.7,28,100,34,0.11,0.0,0.11,0.11,0.11,0.07,0.02,0.1,0.07,0.1,1302.0,76.0,323.0,774.0,216.0,24.0,1302.0,764.0,3568.0,1502.0,40.0,22.0,19.0,17.0,4.0
ENG-Premier League,2425,Tottenham,Sergio Reguilón,ESP,Defender,27.0,1996.0,4,1,196,2.2,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,5,13,12,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.07,0.05,0.07,167.0,9.0,57.0,73.0,38.0,3.0,167.0,88.0,383.0,233.0,4.0,3.0,1.0,3.0,0.0
ENG-Premier League,2425,Tottenham,Son Heung-min,KOR,Forward,32.0,1992.0,30,24,2110,23.4,7,9,16,6,1,2,1,0,7.2,5.7,8.2,13.9,96,111,265,0.3,0.38,0.68,0.26,0.64,0.31,0.35,0.66,0.24,0.59,1134.0,16.0,115.0,362.0,668.0,122.0,1132.0,761.0,4914.0,2613.0,17.0,9.0,3.0,8.0,6.0
ENG-Premier League,2425,Tottenham,Timo Werner,GER,Forward/Midfielder,28.0,1996.0,18,4,516,5.7,0,3,3,0,0,0,0,0,1.0,1.0,2.5,3.5,42,30,89,0.0,0.52,0.52,0.0,0.52,0.17,0.44,0.61,0.17,0.61,298.0,8.0,24.0,78.0,203.0,33.0,298.0,215.0,1768.0,1062.0,6.0,4.0,3.0,3.0,0.0
ENG-Premier League,2425,Tottenham,Will Lankshear,ENG,Forward/Midfielder,19.0,2005.0,3,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Tottenham,Wilson Odobert,FRA,Forward/Midfielder,19.0,2004.0,16,9,850,9.4,1,0,1,1,0,0,0,0,1.6,1.6,1.0,2.6,45,27,66,0.11,0.0,0.11,0.11,0.11,0.17,0.1,0.27,0.17,0.27,381.0,7.0,46.0,142.0,197.0,35.0,381.0,265.0,1949.0,1146.0,14.0,5.0,5.0,4.0,5.0
ENG-Premier League,2425,Tottenham,Yves Bissouma,MLI,Midfielder,27.0,1996.0,28,16,1408,15.6,2,0,2,2,0,0,7,0,0.6,0.6,0.3,0.9,15,75,3,0.13,0.0,0.13,0.13,0.13,0.04,0.02,0.06,0.04,0.06,1039.0,71.0,304.0,584.0,159.0,5.0,1039.0,610.0,3602.0,1611.0,49.0,31.0,20.0,25.0,4.0
ENG-Premier League,2425,West Ham,Aaron Cresswell,ENG,Defender,34.0,1989.0,18,10,824,9.2,0,0,0,0,0,0,3,0,0.2,0.2,1.3,1.6,6,36,4,0.0,0.0,0.0,0.0,0.0,0.03,0.15,0.17,0.03,0.17,687.0,45.0,270.0,328.0,94.0,2.0,687.0,291.0,1102.0,526.0,11.0,7.0,5.0,5.0,1.0
ENG-Premier League,2425,West Ham,Aaron Wan-Bissaka,ENG,Defender,26.0,1997.0,36,35,3154,35.0,2,5,7,2,0,0,1,0,1.2,1.2,3.5,4.7,110,149,167,0.06,0.14,0.2,0.06,0.2,0.03,0.1,0.14,0.03,0.14,2256.0,147.0,682.0,969.0,637.0,48.0,2256.0,1092.0,6700.0,3661.0,70.0,49.0,33.0,32.0,5.0
ENG-Premier League,2425,West Ham,Alphonse Areola,FRA,Goalkeeper,31.0,1993.0,26,25,2260,25.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1049.0,833.0,1038.0,12.0,0.0,0.0,1049.0,601.0,2480.0,1348.0,2.0,2.0,2.0,0.0,0.0
ENG-Premier League,2425,West Ham,Andy Irving,SCO,Midfielder,24.0,2000.0,10,1,166,1.8,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.4,0,9,4,0.0,0.0,0.0,0.0,0.0,0.06,0.13,0.19,0.06,0.19,150.0,7.0,37.0,89.0,24.0,0.0,150.0,73.0,305.0,137.0,7.0,4.0,3.0,3.0,1.0
ENG-Premier League,2425,West Ham,Carlos Soler,ESP,Midfielder/Forward,27.0,1997.0,31,14,1409,15.7,1,1,2,1,0,0,6,0,1.8,1.8,1.4,3.2,17,56,37,0.06,0.06,0.13,0.06,0.13,0.12,0.09,0.21,0.12,0.21,794.0,27.0,180.0,409.0,210.0,26.0,794.0,367.0,1806.0,783.0,16.0,11.0,9.0,6.0,1.0
ENG-Premier League,2425,West Ham,Crysencio Summerville,NED,Forward/Midfielder,22.0,2001.0,19,7,786,8.7,1,1,2,1,0,0,2,0,1.6,1.6,1.7,3.3,29,18,71,0.11,0.11,0.23,0.11,0.23,0.19,0.19,0.38,0.19,0.38,372.0,9.0,47.0,147.0,181.0,38.0,372.0,207.0,1463.0,762.0,13.0,7.0,2.0,8.0,3.0
ENG-Premier League,2425,West Ham,Danny Ings,ENG,Forward/Midfielder,32.0,1992.0,15,1,284,3.2,1,2,3,1,0,0,0,0,2.3,2.3,1.3,3.5,6,5,29,0.32,0.63,0.95,0.32,0.95,0.72,0.41,1.12,0.72,1.12,139.0,2.0,15.0,51.0,73.0,27.0,139.0,63.0,324.0,118.0,4.0,2.0,2.0,2.0,0.0
ENG-Premier League,2425,West Ham,Edson Álvarez,MEX,Midfielder,26.0,1997.0,28,20,1772,19.7,0,1,1,0,0,0,9,1,0.4,0.4,0.8,1.2,24,85,18,0.0,0.05,0.05,0.0,0.05,0.02,0.04,0.06,0.02,0.06,1239.0,67.0,361.0,693.0,194.0,12.0,1239.0,687.0,3783.0,1714.0,50.0,27.0,27.0,15.0,8.0
ENG-Premier League,2425,West Ham,Emerson Palmieri,ITA,Defender,29.0,1994.0,31,26,2113,23.5,2,1,3,2,0,0,5,0,2.0,2.0,1.5,3.4,47,66,83,0.09,0.04,0.13,0.09,0.13,0.08,0.06,0.15,0.08,0.15,1325.0,82.0,422.0,559.0,359.0,28.0,1325.0,555.0,3013.0,1737.0,60.0,31.0,37.0,18.0,5.0
ENG-Premier League,2425,West Ham,Evan Ferguson,IRL,Forward,19.0,2004.0,8,1,156,1.7,0,0,0,0,0,0,0,0,0.6,0.6,0.3,0.9,1,1,7,0.0,0.0,0.0,0.0,0.0,0.32,0.17,0.5,0.32,0.5,66.0,1.0,6.0,30.0,31.0,10.0,66.0,31.0,123.0,41.0,3.0,1.0,0.0,1.0,2.0
ENG-Premier League,2425,West Ham,Guido Rodríguez,ARG,Midfielder,30.0,1994.0,23,16,1149,12.8,0,1,1,0,0,0,6,0,0.2,0.2,0.2,0.4,4,33,7,0.0,0.08,0.08,0.0,0.08,0.02,0.01,0.03,0.02,0.03,709.0,54.0,223.0,423.0,64.0,5.0,709.0,327.0,1167.0,481.0,36.0,19.0,21.0,15.0,0.0
ENG-Premier League,2425,West Ham,James Ward-Prowse,ENG,Midfielder,29.0,1994.0,15,12,1039,11.5,1,1,2,1,0,0,2,0,1.6,1.6,1.9,3.6,11,54,9,0.09,0.09,0.17,0.09,0.17,0.14,0.17,0.31,0.14,0.31,849.0,30.0,180.0,513.0,158.0,11.0,849.0,427.0,1999.0,845.0,20.0,14.0,8.0,8.0,4.0
ENG-Premier League,2425,West Ham,Jarrod Bowen,ENG,Forward/Midfielder,27.0,1996.0,34,34,2973,33.0,13,8,21,12,1,1,1,0,8.6,7.8,6.8,14.7,109,91,212,0.39,0.24,0.64,0.36,0.61,0.26,0.21,0.47,0.24,0.44,1252.0,28.0,132.0,466.0,678.0,171.0,1251.0,741.0,5306.0,2501.0,41.0,26.0,13.0,12.0,16.0
ENG-Premier League,2425,West Ham,Jean-Clair Todibo,FRA,Defender,24.0,1999.0,27,20,1825,20.3,0,0,0,0,0,0,3,0,0.4,0.4,0.0,0.4,9,38,5,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,1297.0,165.0,716.0,543.0,47.0,11.0,1297.0,760.0,3221.0,1602.0,47.0,28.0,30.0,15.0,2.0
ENG-Premier League,2425,West Ham,Kaelan Casey,ENG,Defender,19.0,2004.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,West Ham,Konstantinos Mavropanos,GRE,Defender,26.0,1997.0,33,21,2045,22.7,0,0,0,0,0,0,6,1,1.5,1.5,0.5,2.0,17,61,2,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,1532.0,244.0,806.0,671.0,63.0,24.0,1532.0,864.0,4287.0,2292.0,35.0,24.0,24.0,10.0,1.0
ENG-Premier League,2425,West Ham,Lewis Orford,ENG,Midfielder,18.0,2006.0,2,0,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,42.0,1.0,8.0,28.0,7.0,2.0,42.0,22.0,98.0,27.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,West Ham,Lucas Paquetá,BRA,Midfielder/Forward,26.0,1997.0,33,27,2380,26.4,4,0,4,2,2,2,10,0,5.3,3.7,3.1,6.8,26,155,85,0.15,0.0,0.15,0.08,0.08,0.2,0.12,0.32,0.14,0.26,1796.0,62.0,367.0,989.0,454.0,59.0,1794.0,921.0,3358.0,1416.0,66.0,37.0,25.0,30.0,11.0
ENG-Premier League,2425,West Ham,Luis Guilherme,BRA,Midfielder/Forward,18.0,2006.0,12,1,150,1.7,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,4,5,16,0.0,0.0,0.0,0.0,0.0,0.25,0.05,0.3,0.25,0.3,99.0,3.0,19.0,40.0,41.0,5.0,99.0,51.0,383.0,165.0,1.0,0.0,1.0,0.0,0.0
ENG-Premier League,2425,West Ham,Max Kilman,ENG,Defender,27.0,1997.0,38,38,3348,37.2,0,1,1,0,0,0,5,0,1.6,1.6,1.2,2.8,31,113,6,0.0,0.03,0.03,0.0,0.03,0.04,0.03,0.08,0.04,0.08,2374.0,464.0,1317.0,962.0,113.0,32.0,2374.0,1270.0,5672.0,3185.0,39.0,24.0,16.0,20.0,3.0
ENG-Premier League,2425,West Ham,Michail Antonio,JAM,Forward,34.0,1990.0,14,11,836,9.3,1,1,2,1,0,0,1,0,2.2,2.2,1.6,3.8,29,18,59,0.11,0.11,0.22,0.11,0.22,0.24,0.17,0.41,0.24,0.41,296.0,3.0,26.0,124.0,151.0,36.0,296.0,173.0,1177.0,695.0,2.0,2.0,0.0,1.0,1.0
ENG-Premier League,2425,West Ham,Mohammed Kudus,GHA,Forward/Midfielder,23.0,2000.0,32,31,2590,28.8,5,3,8,5,0,0,2,1,6.9,6.9,3.1,10.0,98,79,216,0.17,0.1,0.28,0.17,0.28,0.24,0.11,0.35,0.24,0.35,1274.0,13.0,171.0,536.0,612.0,127.0,1274.0,842.0,5574.0,2613.0,38.0,23.0,9.0,18.0,11.0
ENG-Premier League,2425,West Ham,Niclas Füllkrug,GER,Forward,31.0,1993.0,18,6,790,8.8,3,2,5,3,0,0,2,0,2.2,2.2,1.9,4.1,7,14,31,0.34,0.23,0.57,0.34,0.57,0.25,0.22,0.46,0.25,0.46,277.0,19.0,27.0,142.0,110.0,40.0,277.0,123.0,435.0,215.0,4.0,3.0,0.0,1.0,3.0
ENG-Premier League,2425,West Ham,Oliver Scarles,ENG,Defender/Forward,18.0,2005.0,15,7,665,7.4,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,12,22,44,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.03,466.0,32.0,159.0,179.0,133.0,9.0,466.0,219.0,871.0,483.0,21.0,11.0,17.0,3.0,1.0
ENG-Premier League,2425,West Ham,Tomáš Souček,CZE,Midfielder,29.0,1995.0,35,30,2567,28.5,9,1,10,9,0,0,8,0,6.7,6.7,1.0,7.8,9,74,68,0.32,0.04,0.35,0.32,0.35,0.24,0.04,0.27,0.24,0.27,1280.0,128.0,355.0,626.0,303.0,102.0,1280.0,506.0,1553.0,559.0,46.0,21.0,20.0,23.0,3.0
ENG-Premier League,2425,West Ham,Vladimír Coufal,CZE,Defender,31.0,1992.0,22,11,1067,11.9,0,0,0,0,0,0,5,0,0.3,0.3,0.7,1.0,26,39,33,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.08,0.03,0.08,736.0,61.0,262.0,318.0,159.0,14.0,736.0,298.0,1754.0,888.0,22.0,15.0,13.0,7.0,2.0
ENG-Premier League,2425,West Ham,Łukasz Fabiański,POL,Goalkeeper,39.0,1985.0,14,13,1160,12.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.0,414.0,525.0,5.0,0.0,0.0,530.0,285.0,1485.0,890.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Wolves,Alfie Pond,ENG,Defender,20.0,2004.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Wolves,André,BRA,Midfielder,23.0,2001.0,33,31,2472,27.5,0,0,0,0,0,0,7,0,0.4,0.4,0.8,1.3,10,109,11,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,1623.0,89.0,439.0,1046.0,155.0,3.0,1623.0,912.0,3764.0,1688.0,91.0,55.0,41.0,41.0,9.0
ENG-Premier League,2425,Wolves,Boubacar Traoré,MLI,Midfielder,22.0,2001.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
ENG-Premier League,2425,Wolves,Carlos Forbs,POR,Midfielder/Forward,20.0,2004.0,10,1,239,2.7,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.2,10,8,28,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.07,0.05,0.07,121.0,3.0,23.0,39.0,60.0,13.0,121.0,75.0,468.0,321.0,8.0,5.0,5.0,2.0,1.0
ENG-Premier League,2425,Wolves,Chiquinho,POR,Midfielder,24.0,2000.0,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.42,0.0,0.42,3.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Wolves,Craig Dawson,ENG,Defender,34.0,1990.0,15,10,971,10.8,0,0,0,0,0,0,2,0,0.5,0.5,0.0,0.5,6,20,5,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,671.0,130.0,396.0,249.0,28.0,14.0,671.0,390.0,1819.0,938.0,15.0,3.0,8.0,6.0,1.0
ENG-Premier League,2425,Wolves,Daniel Bentley,ENG,Goalkeeper,31.0,1993.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,50.0,68.0,1.0,0.0,0.0,69.0,39.0,218.0,134.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Wolves,Daniel Podence,POR,Midfielder/Forward,28.0,1995.0,2,0,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,3,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,20.0,0.0,2.0,11.0,7.0,0.0,20.0,13.0,77.0,43.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Wolves,Emmanuel Agbadou,CIV,Defender,27.0,1997.0,16,16,1410,15.7,1,0,1,1,0,0,3,0,0.8,0.8,0.2,1.1,6,31,2,0.06,0.0,0.06,0.06,0.06,0.05,0.02,0.07,0.05,0.07,1172.0,190.0,649.0,504.0,28.0,7.0,1172.0,758.0,3670.0,1752.0,30.0,19.0,21.0,9.0,0.0
ENG-Premier League,2425,Wolves,Gonçalo Guedes,POR,Midfielder/Forward,27.0,1996.0,29,10,995,11.1,2,4,6,2,0,0,1,0,3.2,3.2,1.3,4.5,41,40,79,0.18,0.36,0.54,0.18,0.54,0.29,0.11,0.4,0.29,0.4,484.0,6.0,49.0,199.0,250.0,40.0,484.0,304.0,2074.0,1056.0,16.0,5.0,2.0,6.0,8.0
ENG-Premier League,2425,Wolves,Hwang Hee-chan,KOR,Midfielder/Forward,28.0,1996.0,21,5,661,7.3,2,0,2,2,0,0,0,0,0.8,0.8,0.1,0.9,15,12,42,0.27,0.0,0.27,0.27,0.27,0.11,0.02,0.13,0.11,0.13,271.0,10.0,42.0,105.0,126.0,24.0,271.0,159.0,989.0,448.0,6.0,4.0,2.0,1.0,3.0
ENG-Premier League,2425,Wolves,Jean-Ricner Bellegarde,FRA,Midfielder/Forward,26.0,1998.0,35,20,1677,18.6,2,7,9,2,0,0,3,0,1.5,1.5,3.8,5.3,52,43,89,0.11,0.38,0.48,0.11,0.48,0.08,0.2,0.29,0.08,0.29,843.0,24.0,148.0,394.0,318.0,48.0,843.0,528.0,3269.0,1573.0,39.0,24.0,17.0,19.0,3.0
ENG-Premier League,2425,Wolves,José Sá,POR,Goalkeeper,31.0,1993.0,29,29,2609,29.0,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,985.0,785.0,976.0,10.0,0.0,0.0,985.0,630.0,3790.0,2483.0,2.0,2.0,2.0,0.0,0.0
ENG-Premier League,2425,Wolves,João Gomes,BRA,Midfielder,23.0,2001.0,36,35,2974,33.0,3,1,4,3,0,0,11,1,2.9,2.9,1.2,4.1,59,165,76,0.09,0.03,0.12,0.09,0.12,0.09,0.04,0.12,0.09,0.12,1998.0,62.0,431.0,1105.0,491.0,45.0,1998.0,1059.0,6216.0,2843.0,116.0,71.0,55.0,53.0,8.0
ENG-Premier League,2425,Wolves,Jørgen Strand Larsen,NOR,Forward,24.0,2000.0,35,30,2587,28.7,14,4,18,14,0,0,4,0,10.3,10.3,3.0,13.3,17,29,112,0.49,0.14,0.63,0.49,0.63,0.36,0.1,0.46,0.36,0.46,736.0,36.0,85.0,348.0,304.0,108.0,736.0,345.0,1194.0,464.0,10.0,6.0,2.0,3.0,5.0
ENG-Premier League,2425,Wolves,Mario Lemina,GAB,Midfielder/Defender,30.0,1993.0,17,15,1364,15.2,1,3,4,1,0,0,4,0,1.4,1.4,1.1,2.5,8,48,21,0.07,0.2,0.26,0.07,0.26,0.09,0.07,0.17,0.09,0.17,809.0,92.0,324.0,378.0,119.0,18.0,809.0,382.0,2068.0,1038.0,51.0,31.0,27.0,19.0,5.0
ENG-Premier League,2425,Wolves,Marshall Munetsi,ZIM,Midfielder/Forward,28.0,1996.0,14,12,1078,12.0,2,1,3,2,0,0,0,0,3.3,3.3,1.8,5.1,9,10,35,0.17,0.08,0.25,0.17,0.25,0.28,0.15,0.42,0.28,0.42,364.0,21.0,58.0,182.0,128.0,36.0,364.0,148.0,580.0,215.0,24.0,10.0,7.0,11.0,6.0
ENG-Premier League,2425,Wolves,Mateus Mane,,Midfielder,,,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,6.0,2.0,22.0,7.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Wolves,Matheus Cunha,BRA,Midfielder/Forward,25.0,1999.0,33,29,2597,28.9,15,6,21,15,0,0,4,0,8.6,8.6,7.7,16.4,112,144,161,0.52,0.21,0.73,0.52,0.73,0.3,0.27,0.57,0.3,0.57,1561.0,23.0,181.0,695.0,733.0,133.0,1560.0,904.0,6724.0,3336.0,38.0,22.0,17.0,16.0,5.0
ENG-Premier League,2425,Wolves,Matt Doherty,IRL,Defender,32.0,1992.0,30,25,2109,23.4,2,1,3,2,0,0,6,0,1.0,1.0,1.5,2.6,29,79,41,0.09,0.04,0.13,0.09,0.13,0.04,0.07,0.11,0.04,0.11,1534.0,126.0,614.0,748.0,190.0,26.0,1534.0,825.0,3666.0,2176.0,38.0,21.0,25.0,13.0,0.0
ENG-Premier League,2425,Wolves,Nasser Djiga,BFA,Defender,21.0,2002.0,5,1,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,2.0,17.0,39.0,2.0,0.0,58.0,32.0,108.0,37.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Wolves,Nélson Semedo,POR,Defender,30.0,1993.0,34,32,2886,32.1,0,4,4,0,0,0,8,0,0.9,0.9,2.8,3.7,67,80,119,0.0,0.12,0.12,0.0,0.12,0.03,0.09,0.12,0.03,0.12,1717.0,123.0,483.0,788.0,467.0,27.0,1717.0,901.0,5223.0,2688.0,62.0,36.0,32.0,21.0,9.0
ENG-Premier League,2425,Wolves,Pablo Sarabia,ESP,Midfielder/Forward,32.0,1992.0,23,7,814,9.0,3,2,5,3,0,0,3,0,2.9,2.9,1.8,4.6,15,60,62,0.33,0.22,0.55,0.33,0.55,0.32,0.19,0.51,0.32,0.51,552.0,4.0,58.0,271.0,226.0,24.0,552.0,325.0,1497.0,731.0,16.0,8.0,4.0,8.0,4.0
ENG-Premier League,2425,Wolves,Pedro Lima,BRA,Defender,18.0,2006.0,3,1,70,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,4,4,11,0.0,0.0,0.0,0.0,0.0,0.07,0.09,0.16,0.07,0.16,48.0,0.0,9.0,12.0,28.0,3.0,48.0,22.0,120.0,83.0,1.0,0.0,0.0,0.0,1.0
