league,season,team,player,nationality,position,age,birth_year,90s,tackles,tackles_won,tackles_def_third,tackles_mid_third,tackles_att_third,challenge_tackles,challenges_attempted,tackle_success_rate,challenges_lost,blocks,shots_blocked,passes_blocked,interceptions,tackles_plus_interceptions,clearances,errors
ENG-Premier League,2425,Crystal Palace,Cheick Doucouré,,,24.0,2000.0,5.0,16,8,6,8,2,5,11,45.5,6,4,0,4,11,27,10,1
ENG-Premier League,2425,Crystal Palace,Chris Richards,,,24.0,2000.0,21.4,47,30,24,17,6,24,41,58.5,17,40,14,26,19,66,121,0
ENG-Premier League,2425,Crystal Palace,Daichi Kamada,,,27.0,1996.0,17.4,47,29,19,24,4,14,41,34.1,27,22,5,17,18,65,14,0
ENG-Premier League,2425,Crystal Palace,Daniel Muñoz,,,28.0,1996.0,35.9,123,80,57,41,25,55,97,56.7,42,40,6,34,44,167,108,1
ENG-Premier League,2425,Crystal Palace,Dean Henderson,,,27.0,1997.0,38.0,2,1,2,0,0,2,6,33.3,4,0,0,0,0,2,22,0
ENG-Premier League,2425,Crystal Palace,Eberechi Eze,,,26.0,1998.0,28.8,39,22,14,16,9,17,36,47.2,19,27,0,27,11,50,10,3
ENG-Premier League,2425,Crystal Palace,Eddie Nketiah,,,25.0,1999.0,11.5,15,8,7,4,4,7,13,53.8,6,10,1,9,3,18,12,0
ENG-Premier League,2425,Crystal Palace,Ismaila Sarr,,,26.0,1998.0,30.1,22,10,10,9,3,8,25,32.0,17,27,8,19,9,31,40,0
ENG-Premier League,2425,Crystal Palace,Jean-Philippe Mateta,,,27.0,1997.0,29.4,18,12,5,11,2,3,16,18.8,13,19,4,15,2,20,23,0
ENG-Premier League,2425,Crystal Palace,Jefferson Lerma,,,29.0,1994.0,25.3,35,17,15,16,4,19,36,52.8,17,38,18,20,42,77,80,1
ENG-Premier League,2425,Crystal Palace,Jeffrey Schlupp,,,31.0,1992.0,1.1,2,0,1,0,1,0,3,0.0,3,6,0,6,0,2,2,0
ENG-Premier League,2425,Crystal Palace,Joachim Andersen,,,28.0,1996.0,1.0,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,7,0
ENG-Premier League,2425,Crystal Palace,Joel Ward,,,34.0,1989.0,0.8,2,0,0,2,0,0,0,,0,0,0,0,0,2,3,0
ENG-Premier League,2425,Crystal Palace,Jordan Ayew,,,32.0,1991.0,0.2,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0
ENG-Premier League,2425,Crystal Palace,Justin Devenny,,,20.0,2003.0,5.6,17,12,7,9,1,8,19,42.1,11,6,1,5,0,17,11,0
ENG-Premier League,2425,Crystal Palace,Marc Guéhi,,,24.0,2000.0,34.0,61,34,36,23,2,31,47,66.0,16,55,23,32,28,89,163,2
ENG-Premier League,2425,Crystal Palace,Matheus França,,,20.0,2004.0,0.6,2,0,0,2,0,0,0,,0,1,1,0,1,3,1,0
ENG-Premier League,2425,Crystal Palace,Maxence Lacroix,,,24.0,2000.0,34.6,68,41,52,15,1,32,47,68.1,15,48,22,26,54,122,207,2
ENG-Premier League,2425,Crystal Palace,Nathaniel Clyne,,,33.0,1991.0,5.4,12,8,8,3,1,6,11,54.5,5,4,2,2,3,15,14,1
ENG-Premier League,2425,Crystal Palace,Odsonne Édouard,,,26.0,1998.0,1.3,1,0,0,1,0,0,2,0.0,2,1,0,1,0,1,1,0
ENG-Premier League,2425,Crystal Palace,Romain Esse,,,19.0,2005.0,1.5,9,6,4,3,2,5,5,100.0,0,2,0,2,1,10,2,0
ENG-Premier League,2425,Crystal Palace,Trevoh Chalobah,,,25.0,1999.0,11.8,20,16,7,12,1,12,23,52.2,11,19,9,10,19,39,57,3
ENG-Premier League,2425,Crystal Palace,Tyrick Mitchell,,,24.0,1999.0,34.4,91,55,57,27,7,25,46,54.3,21,68,12,56,19,110,108,2
ENG-Premier League,2425,Crystal Palace,Will Hughes,,,29.0,1995.0,23.4,66,36,20,33,13,28,62,45.2,34,31,14,17,22,88,28,3
ENG-Premier League,2425,Everton,Abdoulaye Doucouré,,,31.0,1993.0,28.5,48,28,21,20,7,14,43,32.6,29,31,6,25,10,58,20,1
ENG-Premier League,2425,Everton,Armando Broja,,,22.0,2001.0,3.7,3,1,1,1,1,0,0,,0,3,0,3,1,4,4,0
ENG-Premier League,2425,Everton,Ashley Young,,,39.0,1985.0,20.8,58,33,25,25,8,35,57,61.4,22,14,4,10,25,83,64,2
ENG-Premier League,2425,Everton,Beto,,,26.0,1998.0,17.0,14,6,2,8,4,5,8,62.5,3,12,2,10,4,18,24,1
ENG-Premier League,2425,Everton,Carlos Alcaraz,,,21.0,2002.0,8.5,11,5,5,3,3,3,11,27.3,8,9,2,7,5,16,10,0
ENG-Premier League,2425,Everton,Dominic Calvert-Lewin,,,27.0,1997.0,17.9,9,7,1,4,4,2,6,33.3,4,7,2,5,7,16,23,0
ENG-Premier League,2425,Everton,Dwight McNeil,,,24.0,1999.0,15.2,13,8,6,5,2,9,21,42.9,12,7,0,7,6,19,2,1
ENG-Premier League,2425,Everton,Harrison Armstrong,,,17.0,2007.0,0.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
ENG-Premier League,2425,Everton,Idrissa Gana Gueye,,,34.0,1989.0,34.0,133,80,61,55,17,58,99,58.6,41,48,9,39,48,181,36,1
ENG-Premier League,2425,Everton,Iliman Ndiaye,,,24.0,2000.0,27.0,53,28,20,16,17,22,49,44.9,27,30,5,25,20,73,24,1
ENG-Premier League,2425,Everton,Jack Harrison,,,27.0,1996.0,23.1,32,22,12,12,8,15,46,32.6,31,18,2,16,10,42,35,2
ENG-Premier League,2425,Everton,Jake O'Brien,,,23.0,2001.0,17.5,26,17,21,5,0,17,25,68.0,8,17,4,13,4,30,93,0
ENG-Premier League,2425,Everton,James Garner,,,23.0,2001.0,17.7,47,31,25,20,2,24,41,58.5,17,20,4,16,23,70,37,0
ENG-Premier League,2425,Everton,James Tarkowski,,,31.0,1992.0,32.5,64,40,39,22,3,24,39,61.5,15,57,42,15,41,105,213,4
ENG-Premier League,2425,Everton,Jarrad Branthwaite,,,22.0,2002.0,27.9,36,20,26,10,0,20,28,71.4,8,31,23,8,27,63,191,4
ENG-Premier League,2425,Everton,Jesper Lindstrøm,,,24.0,2000.0,13.8,45,25,24,19,2,19,55,34.5,36,15,3,12,12,57,17,0
ENG-Premier League,2425,Everton,Jordan Pickford,,,30.0,1994.0,38.0,1,0,1,0,0,1,2,50.0,1,0,0,0,1,2,30,2
ENG-Premier League,2425,Everton,Mason Holgate,,,27.0,1996.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ENG-Premier League,2425,Everton,Michael Keane,,,31.0,1993.0,11.7,12,9,8,2,2,8,15,53.3,7,14,10,4,16,28,65,2
ENG-Premier League,2425,Everton,Nathan Patterson,,,22.0,2001.0,3.9,11,6,7,4,0,7,14,50.0,7,2,0,2,2,13,7,0
ENG-Premier League,2425,Everton,Orel Mangala,,,26.0,1998.0,14.0,16,8,3,11,2,5,8,62.5,3,8,3,5,21,37,24,1
ENG-Premier League,2425,Everton,Roman Dixon,,,19.0,2004.0,1.0,5,5,3,2,0,4,4,100.0,0,1,0,1,1,6,3,0
ENG-Premier League,2425,Everton,Séamus Coleman,,,35.0,1988.0,2.4,3,2,2,1,0,3,4,75.0,1,5,3,2,1,4,8,0
ENG-Premier League,2425,Everton,Tim Iroegbunam,,,21.0,2003.0,6.4,29,14,14,10,5,14,23,60.9,9,18,4,14,16,45,12,1
ENG-Premier League,2425,Everton,Vitaliy Mykolenko,,,25.0,1999.0,34.2,63,38,39,14,10,29,56,51.8,27,25,10,15,44,107,145,2
ENG-Premier League,2425,Everton,Youssef Chermiti,,,20.0,2004.0,0.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
ENG-Premier League,2425,Fulham,Adama Traoré,,,28.0,1996.0,19.7,20,13,9,6,5,5,13,38.5,8,7,0,7,1,21,6,4
ENG-Premier League,2425,Fulham,Alex Iwobi,,,28.0,1996.0,33.1,44,25,14,21,9,22,34,64.7,12,26,1,25,14,58,29,1
ENG-Premier League,2425,Fulham,Andreas Pereira,,,28.0,1996.0,22.4,24,13,8,11,5,10,42,23.8,32,17,2,15,8,32,17,3
ENG-Premier League,2425,Fulham,Antonee Robinson,,,26.0,1997.0,35.2,95,61,57,31,7,45,95,47.4,50,43,9,34,62,157,133,2
ENG-Premier League,2425,Fulham,Bernd Leno,,,32.0,1992.0,38.0,2,2,2,0,0,2,2,100.0,0,1,0,1,0,2,11,5
ENG-Premier League,2425,Fulham,Calvin Bassey,,,24.0,1999.0,34.2,54,34,35,19,0,22,31,71.0,9,40,17,23,20,74,118,8
ENG-Premier League,2425,Fulham,Carlos Vinícius,,,29.0,1995.0,0.2,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0
ENG-Premier League,2425,Fulham,Emile Smith Rowe,,,24.0,2000.0,22.7,31,18,7,14,10,8,24,33.3,16,22,2,20,11,42,16,0
ENG-Premier League,2425,Fulham,Harrison Reed,,,29.0,1995.0,1.2,6,3,3,2,1,1,3,33.3,2,1,0,1,1,7,3,0
ENG-Premier League,2425,Fulham,Harry Wilson,,,27.0,1997.0,12.9,20,14,13,3,4,12,18,66.7,6,15,1,14,7,27,10,1
ENG-Premier League,2425,Fulham,Issa Diop,,,27.0,1997.0,14.9,26,12,18,8,0,13,18,72.2,5,10,7,3,9,35,72,2
ENG-Premier League,2425,Fulham,Jay Stansfield,,,21.0,2002.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ENG-Premier League,2425,Fulham,Joachim Andersen,,,28.0,1996.0,28.7,27,18,20,6,1,15,24,62.5,9,37,28,9,34,61,188,1
ENG-Premier League,2425,Fulham,Jorge Cuenca,,,24.0,1999.0,3.9,6,2,5,1,0,3,8,37.5,5,4,4,0,2,8,26,0
ENG-Premier League,2425,Fulham,Joshua King,,,17.0,2007.0,1.4,7,5,3,4,0,0,3,0.0,3,3,0,3,1,8,1,0
ENG-Premier League,2425,Fulham,Kenny Tete,,,28.0,1995.0,19.7,56,38,29,14,13,23,38,60.5,15,31,12,19,32,88,67,0
ENG-Premier League,2425,Fulham,Martial Godo,,,21.0,2003.0,0.3,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0
ENG-Premier League,2425,Fulham,Raúl Jiménez,,,33.0,1991.0,27.7,35,24,9,17,9,8,22,36.4,14,21,5,16,10,45,23,3
ENG-Premier League,2425,Fulham,Reiss Nelson,,,24.0,1999.0,5.4,8,6,3,3,2,5,13,38.5,8,11,0,11,5,13,2,0
ENG-Premier League,2425,Fulham,Rodrigo Muniz,,,23.0,2001.0,10.7,10,5,3,5,2,4,4,100.0,0,9,2,7,5,15,14,0
ENG-Premier League,2425,Fulham,Ryan Sessegnon,,,24.0,2000.0,6.4,27,13,11,11,5,9,20,45.0,11,13,1,12,3,30,18,0
ENG-Premier League,2425,Fulham,Sander Berge,,,26.0,1998.0,24.7,50,30,23,23,4,27,39,69.2,12,27,8,19,21,71,38,1
ENG-Premier League,2425,Fulham,Saša Lukić,,,27.0,1996.0,26.0,68,39,22,40,6,23,55,41.8,32,20,7,13,28,96,35,1
ENG-Premier League,2425,Fulham,Timothy Castagne,,,28.0,1995.0,18.3,46,29,28,15,3,26,45,57.8,19,15,6,9,22,68,83,0
ENG-Premier League,2425,Fulham,Tom Cairney,,,33.0,1991.0,7.0,13,5,5,2,6,4,7,57.1,3,7,1,6,4,17,3,1
ENG-Premier League,2425,Fulham,Willian,,,35.0,1988.0,2.9,4,2,0,3,1,2,6,33.3,4,0,0,0,1,5,1,0
ENG-Premier League,2425,Ipswich Town,Alex Palmer,,,27.0,1996.0,13.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,12,0
ENG-Premier League,2425,Ipswich Town,Ali Al Hamadi,,,22.0,2002.0,1.5,1,0,0,0,1,0,2,0.0,2,0,0,0,0,1,2,0
ENG-Premier League,2425,Ipswich Town,Arijanet Muric,,,25.0,1998.0,18.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,10,5
ENG-Premier League,2425,Ipswich Town,Axel Tuanzebe,,,26.0,1997.0,19.0,31,19,21,4,6,17,26,65.4,9,21,10,11,23,54,56,1
ENG-Premier League,2425,Ipswich Town,Ben Godfrey,,,26.0,1998.0,1.8,1,0,1,0,0,1,1,100.0,0,1,1,0,2,3,3,0
ENG-Premier League,2425,Ipswich Town,Ben Johnson,,,24.0,2000.0,15.0,38,22,23,12,3,20,41,48.8,21,22,5,17,13,51,54,1
ENG-Premier League,2425,Ipswich Town,Cameron Burgess,,,28.0,1995.0,17.1,17,12,14,3,0,9,11,81.8,2,20,15,5,14,31,128,3
ENG-Premier League,2425,Ipswich Town,Chiedozie Ogbene,,,27.0,1997.0,2.6,7,3,1,2,4,2,4,50.0,2,1,0,1,1,8,3,0
ENG-Premier League,2425,Ipswich Town,Christian Walton,,,28.0,1995.0,7.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,1
ENG-Premier League,2425,Ipswich Town,Conor Chaplin,,,27.0,1997.0,9.5,15,5,6,6,3,6,14,42.9,8,8,1,7,4,19,3,0
ENG-Premier League,2425,Ipswich Town,Conor Townsend,,,31.0,1993.0,3.7,11,8,9,2,0,8,11,72.7,3,8,6,2,4,15,16,0
ENG-Premier League,2425,Ipswich Town,Dara O'Shea,,,25.0,1999.0,34.7,49,31,33,13,3,22,34,64.7,12,62,50,12,33,82,225,4
ENG-Premier League,2425,Ipswich Town,George Edmundson,,,26.0,1997.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,George Hirst,,,25.0,1999.0,7.3,3,3,1,0,2,1,4,25.0,3,1,1,0,2,5,10,0
ENG-Premier League,2425,Ipswich Town,Harry Clarke,,,23.0,2001.0,4.2,5,3,3,2,0,3,6,50.0,3,5,4,1,4,9,14,3
ENG-Premier League,2425,Ipswich Town,Jack Clarke,,,23.0,2000.0,13.1,32,20,11,10,11,17,34,50.0,17,9,0,9,7,39,29,2
ENG-Premier League,2425,Ipswich Town,Jack Taylor,,,26.0,1998.0,9.6,20,10,6,11,3,12,27,44.4,15,12,3,9,9,29,24,0
ENG-Premier League,2425,Ipswich Town,Jacob Greaves,,,23.0,2000.0,24.5,40,21,20,17,3,22,35,62.9,13,41,26,15,21,61,148,3
ENG-Premier League,2425,Ipswich Town,Jaden Philogene Bidace,,,22.0,2002.0,5.3,14,7,6,6,2,8,15,53.3,7,11,1,10,10,24,9,1
ENG-Premier League,2425,Ipswich Town,Jens Cajuste,,,24.0,1999.0,21.8,44,22,19,23,2,21,49,42.9,28,25,10,15,28,72,33,2
ENG-Premier League,2425,Ipswich Town,Julio Enciso,,,20.0,2004.0,9.7,12,9,3,6,3,4,11,36.4,7,8,1,7,1,13,6,0
ENG-Premier League,2425,Ipswich Town,Kalvin Phillips,,,28.0,1995.0,13.7,35,19,8,20,7,15,39,38.5,24,35,6,29,19,54,37,2
ENG-Premier League,2425,Ipswich Town,Leif Davis,,,24.0,2000.0,30.5,46,27,33,9,4,30,48,62.5,18,25,8,17,25,71,77,3
ENG-Premier League,2425,Ipswich Town,Liam Delap,,,21.0,2003.0,28.8,11,8,3,3,5,2,15,13.3,13,8,0,8,2,13,28,0
ENG-Premier League,2425,Ipswich Town,Luke Woolfenden,,,25.0,1998.0,13.2,9,6,5,4,0,2,5,40.0,3,21,14,7,19,28,76,0
ENG-Premier League,2425,Ipswich Town,Marcus Harness,,,28.0,1996.0,0.5,1,0,0,0,1,0,3,0.0,3,2,1,1,0,1,1,0
ENG-Premier League,2425,Ipswich Town,Massimo Luongo,,,31.0,1992.0,2.2,9,6,6,2,1,5,8,62.5,3,4,2,2,2,11,2,0
ENG-Premier League,2425,Ipswich Town,Nathan Broadhead,,,26.0,1998.0,7.8,9,4,3,6,0,3,12,25.0,9,8,1,7,4,13,5,0
ENG-Premier League,2425,Ipswich Town,Omari Hutchinson,,,20.0,2003.0,28.7,32,13,14,10,8,13,48,27.1,35,27,2,25,11,43,15,1
ENG-Premier League,2425,Ipswich Town,Sam Morsy,,,32.0,1991.0,30.6,68,41,40,24,4,27,62,43.5,35,34,13,21,29,97,47,5
ENG-Premier League,2425,Ipswich Town,Sammie Szmodics,,,28.0,1995.0,11.0,16,10,4,10,2,7,26,26.9,19,10,2,8,6,22,14,0
ENG-Premier League,2425,Ipswich Town,Wes Burns,,,29.0,1994.0,10.3,13,11,1,9,3,4,10,40.0,6,7,2,5,10,23,13,2
ENG-Premier League,2425,Leicester City,Abdul Fatawu Issahaku,,,20.0,2004.0,6.4,21,15,13,2,6,11,19,57.9,8,7,0,7,4,25,12,0
ENG-Premier League,2425,Leicester City,Bilal El Khannouss,,,20.0,2004.0,24.2,50,30,16,29,5,17,32,53.1,15,22,4,18,6,56,10,3
ENG-Premier League,2425,Leicester City,Bobby De Cordova-Reid,,,31.0,1993.0,8.3,9,4,3,6,0,4,14,28.6,10,6,1,5,0,9,10,0
ENG-Premier League,2425,Leicester City,Boubakary Soumaré,,,25.0,1999.0,24.1,37,20,24,12,1,21,33,63.6,12,22,10,12,27,64,34,4
ENG-Premier League,2425,Leicester City,Caleb Okoli,,,23.0,2001.0,12.5,25,14,8,15,2,11,18,61.1,7,24,14,10,15,40,79,3
ENG-Premier League,2425,Leicester City,Conor Coady,,,31.0,1993.0,19.0,13,9,6,6,1,3,6,50.0,3,32,24,8,13,26,71,2
ENG-Premier League,2425,Leicester City,Danny Ward,,,31.0,1993.0,1.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
ENG-Premier League,2425,Leicester City,Facundo Buonanotte,,,19.0,2004.0,16.9,53,32,17,22,14,21,67,31.3,46,34,6,28,12,65,14,0
ENG-Premier League,2425,Leicester City,Hamza Choudhury,,,26.0,1997.0,1.5,1,1,1,0,0,1,3,33.3,2,4,2,2,5,6,2,0
ENG-Premier League,2425,Leicester City,Harry Winks,,,28.0,1996.0,17.1,24,11,12,10,2,13,30,43.3,17,19,7,12,9,33,20,0
ENG-Premier League,2425,Leicester City,Jake Evans,,,,,0.3,1,1,0,0,1,0,1,0.0,1,0,0,0,0,1,1,0
ENG-Premier League,2425,Leicester City,Jakub Stolarczyk,,,23.0,2000.0,10.0,2,1,2,0,0,1,2,50.0,1,0,0,0,0,2,6,1
ENG-Premier League,2425,Leicester City,James Justin,,,26.0,1998.0,32.4,58,37,29,23,6,32,55,58.2,23,48,17,31,46,104,141,3
ENG-Premier League,2425,Leicester City,Jamie Vardy,,,37.0,1987.0,31.4,19,13,7,7,5,4,13,30.8,9,8,4,4,5,24,24,0
ENG-Premier League,2425,Leicester City,Jannik Vestergaard,,,31.0,1992.0,15.5,22,10,16,6,0,9,15,60.0,6,21,14,7,16,38,74,1
ENG-Premier League,2425,Leicester City,Jeremy Monga,,,,,1.2,2,1,0,1,1,1,1,100.0,0,3,2,1,0,2,1,0
ENG-Premier League,2425,Leicester City,Jordan Ayew,,,32.0,1991.0,18.2,27,15,8,14,5,7,23,30.4,16,21,2,19,12,39,19,0
ENG-Premier League,2425,Leicester City,Kasey McAteer,,,22.0,2001.0,9.5,23,16,11,9,3,14,29,48.3,15,18,2,16,5,28,15,0
ENG-Premier League,2425,Leicester City,Luke Thomas,,,23.0,2001.0,12.3,31,25,23,5,3,21,41,51.2,20,15,6,9,21,52,49,1
ENG-Premier League,2425,Leicester City,Mads Hermansen,,,24.0,2000.0,26.5,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,13,4
ENG-Premier League,2425,Leicester City,Michael Golding,,,18.0,2006.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ENG-Premier League,2425,Leicester City,Odsonne Édouard,,,26.0,1998.0,0.3,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,0
ENG-Premier League,2425,Leicester City,Olabade Aluko,,,,,0.0,1,1,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0
ENG-Premier League,2425,Leicester City,Oliver Skipp,,,23.0,2000.0,12.5,21,4,6,12,3,9,15,60.0,6,23,7,16,11,32,11,2
ENG-Premier League,2425,Leicester City,Patson Daka,,,25.0,1998.0,8.2,19,10,6,9,4,7,18,38.9,11,7,1,6,1,20,12,0
ENG-Premier League,2425,Leicester City,Ricardo Pereira,,,30.0,1993.0,4.3,13,8,4,6,3,7,14,50.0,7,8,3,5,4,17,11,0
ENG-Premier League,2425,Leicester City,Stephy Mavididi,,,26.0,1998.0,17.9,34,19,16,10,8,14,42,33.3,28,26,2,24,11,45,15,0
ENG-Premier League,2425,Leicester City,Victor Bernth Kristiansen,,,21.0,2002.0,27.6,87,51,56,26,5,49,91,53.8,42,38,15,23,42,129,75,3
ENG-Premier League,2425,Leicester City,Wilfred Ndidi,,,27.0,1996.0,25.8,85,51,45,32,8,30,61,49.2,31,47,19,28,31,116,80,0
ENG-Premier League,2425,Leicester City,Will Alves,,,19.0,2005.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ENG-Premier League,2425,Leicester City,Wout Faes,,,26.0,1998.0,31.3,42,26,26,14,2,25,48,52.1,23,48,35,13,26,68,185,4
ENG-Premier League,2425,Leicester City,Woyo Coulibaly,,,25.0,1999.0,1.2,6,4,4,2,0,2,2,100.0,0,3,1,2,5,11,1,0
ENG-Premier League,2425,Liverpool,Alexis Mac Allister,,,25.0,1998.0,28.9,95,58,28,51,16,55,104,52.9,49,61,6,55,22,117,29,1
ENG-Premier League,2425,Liverpool,Alisson,,,31.0,1992.0,27.9,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,13,1
ENG-Premier League,2425,Liverpool,Andrew Robertson,,,30.0,1994.0,27.6,39,22,25,10,4,31,51,60.8,20,10,4,6,21,60,54,2
ENG-Premier League,2425,Liverpool,Caoimhín Kelleher,,,25.0,1998.0,10.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,2
ENG-Premier League,2425,Liverpool,Cody Gakpo,,,25.0,1999.0,21.5,28,16,6,13,9,13,25,52.0,12,23,3,20,12,40,19,1
ENG-Premier League,2425,Liverpool,Conor Bradley,,,21.0,2003.0,8.4,14,10,7,5,2,11,22,50.0,11,9,2,7,4,18,31,0
ENG-Premier League,2425,Liverpool,Curtis Jones,,,23.0,2001.0,19.0,39,22,6,23,10,17,27,63.0,10,22,9,13,7,46,10,3
ENG-Premier League,2425,Liverpool,Darwin Núñez,,,25.0,1999.0,12.6,21,18,11,4,6,7,18,38.9,11,6,0,6,4,25,12,0
ENG-Premier League,2425,Liverpool,Diogo Jota,,,27.0,1996.0,13.3,14,8,2,8,4,7,19,36.8,12,9,0,9,8,22,6,0
ENG-Premier League,2425,Liverpool,Dominik Szoboszlai,,,23.0,2000.0,27.7,38,20,14,19,5,17,45,37.8,28,39,5,34,9,47,19,2
ENG-Premier League,2425,Liverpool,Federico Chiesa,,,26.0,1997.0,1.2,1,0,0,1,0,0,2,0.0,2,1,0,1,0,1,1,1
ENG-Premier League,2425,Liverpool,Harvey Elliott,,,21.0,2003.0,4.1,5,3,3,1,1,2,8,25.0,6,7,2,5,1,6,3,1
ENG-Premier League,2425,Liverpool,Ibrahima Konaté,,,25.0,1999.0,28.4,40,26,25,13,2,25,35,71.4,10,29,15,14,17,57,133,3
ENG-Premier League,2425,Liverpool,Jarell Quansah,,,21.0,2003.0,5.5,12,8,8,4,0,7,10,70.0,3,10,7,3,7,19,28,1
ENG-Premier League,2425,Liverpool,Jayden Danns,,,18.0,2006.0,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
ENG-Premier League,2425,Liverpool,Joe Gomez,,,27.0,1997.0,5.8,13,10,5,7,1,11,16,68.8,5,9,6,3,7,20,20,2
ENG-Premier League,2425,Liverpool,Kostas Tsimikas,,,28.0,1996.0,9.3,31,20,15,11,5,14,23,60.9,9,5,2,3,11,42,20,0
ENG-Premier League,2425,Liverpool,Luis Díaz,,,27.0,1997.0,26.7,39,26,13,20,6,15,39,38.5,24,19,0,19,7,46,7,1
ENG-Premier League,2425,Liverpool,Mohamed Salah,,,32.0,1992.0,37.5,21,11,7,5,9,8,17,47.1,9,12,0,12,9,30,5,0
ENG-Premier League,2425,Liverpool,Ryan Gravenberch,,,22.0,2002.0,35.1,69,35,27,29,13,32,56,57.1,24,35,10,25,60,129,59,2
ENG-Premier League,2425,Liverpool,Trent Alexander-Arnold,,,25.0,1998.0,26.3,72,50,44,19,9,49,105,46.7,56,26,9,17,31,103,55,4
ENG-Premier League,2425,Liverpool,Virgil van Dijk,,,33.0,1991.0,37.0,38,20,17,19,2,13,22,59.1,9,27,16,11,56,94,190,4
ENG-Premier League,2425,Liverpool,Vitezslav Jaros,,,23.0,2001.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ENG-Premier League,2425,Liverpool,Wataru Endo,,,31.0,1993.0,3.0,12,8,7,5,0,6,10,60.0,4,8,1,7,6,18,9,0
ENG-Premier League,2425,Manchester City,Abdukodir Khusanov,,,20.0,2004.0,5.6,5,4,4,1,0,2,3,66.7,1,5,4,1,3,8,29,1
ENG-Premier League,2425,Manchester City,Bernardo Silva,,,29.0,1994.0,29.7,56,37,17,30,9,25,56,44.6,31,36,7,29,23,79,32,3
ENG-Premier League,2425,Manchester City,Claudio Echeverri,,,18.0,2006.0,0.1,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0
ENG-Premier League,2425,Manchester City,Divin Mubama,,,19.0,2004.0,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ENG-Premier League,2425,Manchester City,Ederson,,,30.0,1993.0,25.8,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,11,4
ENG-Premier League,2425,Manchester City,Erling Haaland,,,24.0,2000.0,30.4,11,6,3,3,5,3,8,37.5,5,12,1,11,5,16,23,0
ENG-Premier League,2425,Manchester City,Jack Grealish,,,28.0,1995.0,8.0,9,5,4,2,3,2,5,40.0,3,12,2,10,2,11,6,1
ENG-Premier League,2425,Manchester City,Jahmai Simpson-Pusey,,,18.0,2005.0,1.1,1,0,1,0,0,0,1,0.0,1,1,1,0,0,1,2,0
ENG-Premier League,2425,Manchester City,James Mcatee,,,21.0,2002.0,3.9,5,2,0,4,1,1,7,14.3,6,8,0,8,2,7,1,0
ENG-Premier League,2425,Manchester City,Jeremy Doku,,,22.0,2002.0,16.8,31,22,9,12,10,8,15,53.3,7,11,1,10,4,35,2,0
ENG-Premier League,2425,Manchester City,John Stones,,,30.0,1994.0,6.1,6,2,3,2,1,5,5,100.0,0,5,3,2,4,10,19,1
ENG-Premier League,2425,Manchester City,Joško Gvardiol,,,22.0,2002.0,36.4,58,39,25,21,12,21,40,52.5,19,42,20,22,44,102,122,8
ENG-Premier League,2425,Manchester City,Kevin De Bruyne,,,33.0,1991.0,18.9,17,9,7,5,5,5,23,21.7,18,8,0,8,7,24,10,1
ENG-Premier League,2425,Manchester City,Kyle Walker,,,34.0,1990.0,10.8,17,10,7,7,3,14,26,53.8,12,13,4,9,3,20,13,1
ENG-Premier League,2425,Manchester City,Manuel Akanji,,,29.0,1995.0,22.4,19,12,12,4,3,11,17,64.7,6,11,8,3,9,28,64,3
ENG-Premier League,2425,Manchester City,Mateo Kovačić,,,30.0,1994.0,24.4,69,38,23,38,8,31,65,47.7,34,20,0,20,24,93,21,1
ENG-Premier League,2425,Manchester City,Matheus Nunes,,,25.0,1998.0,18.6,35,22,15,14,6,16,38,42.1,22,17,4,13,15,50,38,2
ENG-Premier League,2425,Manchester City,Nathan Aké,,,29.0,1995.0,7.5,9,7,7,2,0,4,6,66.7,2,7,2,5,3,12,22,1
